"sp","x","y"
"Sphagnum lindbergii",240247.016705132,950461.208791677
"Sphagnum lindbergii",268622.416904427,693941.969030967
"Sphagnum lindbergii",308941.818720567,794406.614573502
"Sphagnum lindbergii",307281.419768247,794592.603648816
"Sphagnum lindbergii",234788.098022793,837006.744719779
"Sphagnum lindbergii",34042.9224332068,674443.664984861
"Sphagnum lindbergii",289951.439144217,761577.983669932
"Sphagnum lindbergii",133095.499459767,770867.578616872
"Sphagnum lindbergii",34165.8202003072,675099.535584113
"Sphagnum lindbergii",123882.198678791,780396.500704063
"Sphagnum lindbergii",133213.197401169,738483.837523973
"Sphagnum lindbergii",172299.451473263,688903.395451411
"Sphagnum lindbergii",121718.292807507,727731.269568335
"Sphagnum lindbergii",140465.253740158,769182.195235299
"Sphagnum lindbergii",168865.422956031,688301.605171863
"Sphagnum lindbergii",140869.430156283,768942.196431721
"Sphagnum lindbergii",248098.069118609,787118.729875513
"Sphagnum lindbergii",125928.182530864,797371.955317813
"Sphagnum lindbergii",248190.356059691,787160.528846476
"Sphagnum lindbergii",77533.6691618649,794703.336820902
"Sphagnum lindbergii",293815.73818799,845122.112251889
"Sphagnum lindbergii",124537.261902068,798585.465971718
"Sphagnum lindbergii",121672.741117278,715755.598257313
"Sphagnum lindbergii",101218.716520857,702486.709108019
"Sphagnum lindbergii",145709.088118564,873947.376319495
"Sphagnum lindbergii",262516.98706036,723102.564490476
"Sphagnum lindbergii",296902.908541707,843745.16974854
"Sphagnum lindbergii",145050.650706124,873496.863300711
"Sphagnum lindbergii",296911.391146315,843746.053722508
"Sphagnum lindbergii",152706.877136632,754856.151322809
"Sphagnum lindbergii",152286.829015372,733704.909471344
"Sphagnum lindbergii",286348.70817737,815491.752895132
"Sphagnum lindbergii",160365.910844726,721925.493879213
"Sphagnum lindbergii",290534.476262263,758849.468030041
"Sphagnum lindbergii",132886.706615673,771049.80748697
"Sphagnum lindbergii",36065.2704562538,675189.343390157
"Sphagnum lindbergii",253229.565151119,783185.222780012
"Sphagnum lindbergii",234167.948431092,837418.780291207
"Sphagnum lindbergii",124688.060260908,798591.958577573
"Sphagnum lindbergii",140900.441072021,768932.410397369
"Sphagnum lindbergii",68376.2383531218,760871.812467379
"Sphagnum lindbergii",121447.076638264,715193.349038189
"Sphagnum lindbergii",234303.611753012,834719.879676883
"Sphagnum lindbergii",120638.582462901,728296.488265055
"Sphagnum lindbergii",121898.387559129,851542.726472567
"Sphagnum lindbergii",124026.117175743,779872.703229499
"Sphagnum lindbergii",293347.780737933,840424.156410516
"Sphagnum lindbergii",144548.398722219,873279.67836451
"Sphagnum lindbergii",125094.234340757,798282.614945551
"Sphagnum lindbergii",122406.666591977,725942.781647495
"Sphagnum lindbergii",303195.467413654,810130.1167867
"Sphagnum lindbergii",164709.87701235,822121.079735402
"Sphagnum lindbergii",153960.610128821,755452.001589842
"Sphagnum lindbergii",145229.238550682,873461.023534922
"Sphagnum lindbergii",264217.205088158,720366.221669068
"Sphagnum lindbergii",303569.206576144,805956.979985648
"Sphagnum lindbergii",217109.545549228,646426.673885259
"Sphagnum lindbergii",160214.627974224,719794.285508615
"Sphagnum lindbergii",35703.3084408713,675783.098046508
"Sphagnum lindbergii",68580.8507350139,760899.134018582
"Sphagnum lindbergii",164689.786888191,819853.684807634
"Sphagnum lindbergii",264203.225867193,720523.490741908
"Sphagnum lindbergii",238359.608876296,871148.121338344
"Sphagnum lindbergii",137261.103311782,772943.881527964
"Sphagnum lindbergii",165520.394112192,858392.007357851
"Sphagnum lindbergii",120335.285658646,728363.149854669
"Sphagnum lindbergii",122430.545224793,780109.623676724
"Sphagnum lindbergii",259782.400720986,837035.989954782
"Sphagnum lindbergii",262004.344528073,724064.86552333
"Sphagnum lindbergii",122850.305555643,725058.32315361
"Sphagnum lindbergii",70062.698810056,760291.692331281
"Sphagnum lindbergii",255180.196980706,872551.780873549
"Sphagnum lindbergii",138677.360486905,838311.473086815
"Sphagnum lindbergii",164782.762542686,820028.142204198
"Sphagnum lindbergii",77735.7503868102,794573.565308405
"Sphagnum lindbergii",253355.961240655,782585.566088762
"Sphagnum lindbergii",34014.6909352612,674556.188798784
"Sphagnum lindbergii",120124.064324758,850814.150227426
"Sphagnum lindbergii",140881.418079017,769055.576370094
"Sphagnum lindbergii",77524.7315977921,795198.771366066
"Sphagnum lindbergii",153254.518446349,733100.094262671
"Sphagnum lindbergii",144946.302538765,873480.238444801
"Sphagnum lindbergii",122374.826914982,745675.502970743
"Sphagnum lindbergii",234320.754586683,835398.805244632
"Sphagnum lindbergii",289875.112169632,761547.783226595
"Sphagnum lindbergii",121448.585927608,726975.440824059
"Sphagnum lindbergii",234870.085305605,833716.184986876
"Sphagnum lindbergii",122378.073258797,725885.178157636
"Sphagnum lindbergii",254167.426859726,871907.056186058
"Sphagnum lindbergii",122480.707108426,745454.275288597
"Sphagnum lindbergii",264181.076815286,720170.531856288
"Sphagnum lindbergii",158532.631851291,731232.914242162
"Sphagnum lindbergii",140498.964701412,769116.134245398
"Sphagnum lindbergii",141130.038751189,768875.801638814
"Sphagnum lindbergii",124606.198336654,798588.433045206
"Sphagnum lindbergii",124126.7927051,779752.966078449
"Sphagnum lindbergii",122856.43706743,713964.46967797
"Sphagnum lindbergii",169747.174365662,688339.992045928
"Sphagnum lindbergii",125231.219673226,798209.637998002
"Sphagnum lindbergii",34028.806432383,674499.926881142
"Sphagnum lindbergii",101059.101164542,702594.166582361
"Sphagnum lindbergii",70172.6458081173,760260.506305243
"Sphagnum lindbergii",121822.410677522,727995.085670058
"Sphagnum lindbergii",255222.325394455,872600.759364343
"Sphagnum lindbergii",164688.032819417,820033.98521721
"Sphagnum lindbergii",141174.653019981,768855.394708628
"Sphagnum lindbergii",124913.681767504,798364.98884536
"Sphagnum lindbergii",166217.154249615,819783.789380027
"Sphagnum lindbergii",34489.8055095667,674663.138390874
"Sphagnum lindbergii",66987.2462757813,760693.223431856
"Sphagnum lindbergii",35932.1543376302,676180.756983809
"Sphagnum lindbergii",124844.196204327,798474.704595705
"Sphagnum lindbergii",140936.876600029,768810.083426552
"Sphagnum lindbergii",318806.72908705,696183.351521409
"Sphagnum lindbergii",122733.455709957,714038.408394076
"Sphagnum lindbergii",122027.937593239,727405.46335512
"Sphagnum lindbergii",164036.463831987,820774.669431298
"Sphagnum lindbergii",121792.1558394,727655.311874398
"Sphagnum lindbergii",138623.168686767,838725.654411314
"Sphagnum lindbergii",125948.755446316,797395.393674394
"Sphagnum lindbergii",36001.6212628665,675628.665432315
"Sphagnum lindbergii",132735.495842581,771020.377608579
"Sphagnum lindbergii",145368.464885652,873535.748900736
"Sphagnum lindbergii",165721.336059591,858358.681696414
"Sphagnum lindbergii",253215.721402834,783093.550626631
"Sphagnum lindbergii",136598.382155847,777604.533760129
"Sphagnum lindbergii",121387.453494561,715348.928189768
"Sphagnum lindbergii",165402.614224107,856345.82541753
"Sphagnum lindbergii",140855.272347809,768873.832878959
"Sphagnum lindbergii",138143.909917979,773436.670425684
"Sphagnum lindbergii",68045.3866583031,760638.688970203
"Sphagnum lindbergii",240920.448980726,851373.243675533
"Sphagnum lindbergii",129262.353815791,801137.186691726
"Sphagnum lindbergii",286184.302373294,815622.494314029
"Sphagnum lindbergii",78685.5127079775,793145.923858524
"Sphagnum lindbergii",275069.819336675,880184.356261324
"Sphagnum lindbergii",264028.830136564,940344.731932005
"Sphagnum lindbergii",214533.680922479,930335.386522828
"Sphagnum lindbergii",147750.491231535,693830.816208432
"Sphagnum lindbergii",230943.383818742,767327.844530704
"Sphagnum lindbergii",137105.280401848,733335.100837203
"Sphagnum lindbergii",209200.550571526,779485.288705083
"Sphagnum lindbergii",274864.253671841,881508.677519541
"Sphagnum lindbergii",228592.571785409,951942.942402111
"Sphagnum lindbergii",274595.73326916,880883.673205368
"Sphagnum lindbergii",206467.979216268,972027.726800521
"Sphagnum lindbergii",159846.837642476,759694.060707004
"Sphagnum lindbergii",159221.970980254,681911.328745827
"Sphagnum lindbergii",146920.099192222,679286.505572423
"Sphagnum lindbergii",141700.850050113,768350.665532403
"Sphagnum lindbergii",147694.891752165,694596.106390596
"Sphagnum lindbergii",268981.960170807,883560.199166149
"Sphagnum lindbergii",183188.395117336,942043.645244245
"Sphagnum lindbergii",246768.322511649,962668.741912111
"Sphagnum lindbergii",230588.779148595,767378.998481971
"Sphagnum lindbergii",147771.703227758,693854.450542911
"Sphagnum lindbergii",263135.300802143,930930.616459414
"Sphagnum lindbergii",264361.997608957,939846.580313021
"Sphagnum lindbergii",221378.182770825,905633.976845285
"Sphagnum lindbergii",285163.325367856,905697.769728923
"Sphagnum lindbergii",207739.878641707,970414.614197245
"Sphagnum lindbergii",101497.871392434,733332.697088018
"Sphagnum lindbergii",250402.865937129,873591.272786299
"Sphagnum lindbergii",268057.258116809,879179.816646229
"Sphagnum lindbergii",166037.323447685,674628.918767369
"Sphagnum lindbergii",275336.56016016,882164.964941007
"Sphagnum lindbergii",202872.212166388,761406.666191815
"Sphagnum lindbergii",285720.158818951,919218.671287348
"Sphagnum lindbergii",229965.108259574,951156.729386967
"Sphagnum lindbergii",260419.08299666,929511.318721456
"Sphagnum lindbergii",191837.099816073,623090.050225765
"Sphagnum lindbergii",212199.258932161,777578.535554658
"Sphagnum lindbergii",222044.074906038,904717.552510325
"Sphagnum lindbergii",186420.378569938,666491.55653017
"Sphagnum lindbergii",191812.842534011,623111.162074906
"Sphagnum lindbergii",250682.206677114,873446.752165842
"Sphagnum lindbergii",247810.937104193,728911.742106922
"Sphagnum lindbergii",159074.932730404,681801.868550759
"Sphagnum lindbergii",250558.366542699,724683.981736468
"Sphagnum lindbergii",233038.306474423,948172.063364118
"Sphagnum lindbergii",251121.753083121,724652.373738236
"Sphagnum lindbergii",182303.237832783,781290.612404661
"Sphagnum lindbergii",262950.866945459,940850.592036184
"Sphagnum lindbergii",183047.298168978,942124.252934886
"Sphagnum lindbergii",249852.738393367,961473.22193419
"Sphagnum lindbergii",212230.136687552,777693.744356688
"Sphagnum lindbergii",263971.819581915,940982.170673043
"Sphagnum lindbergii",159046.531747985,681743.874739317
"Sphagnum lindbergii",159478.146850998,760836.422428899
"Sphagnum lindbergii",223633.044189038,889195.482664167
"Sphagnum lindbergii",146896.56986959,679307.951878654
"Sphagnum lindbergii",262830.036157797,931217.418153749
"Sphagnum lindbergii",262433.246200739,938646.958695841
"Sphagnum lindbergii",128707.759303639,771629.611480986
"Sphagnum lindbergii",251369.719469296,725612.687571833
"Sphagnum lindbergii",145995.495704362,695958.515809315
"Sphagnum lindbergii",246584.950789349,961886.064229769
"Sphagnum lindbergii",155291.402098866,742079.33774498
"Sphagnum lindbergii",250700.203519206,725533.412053421
"Sphagnum lindbergii",221465.904387758,905686.032426804
"Sphagnum lindbergii",264601.412797768,930698.390310397
"Sphagnum lindbergii",223489.577907436,906016.655533138
"Sphagnum lindbergii",274057.383238054,880944.127010873
"Sphagnum lindbergii",263964.123284731,941105.501045931
"Sphagnum lindbergii",219704.893917039,892210.983208771
"Sphagnum lindbergii",233703.148039897,947710.392997673
"Sphagnum lindbergii",179317.199127169,962785.016506826
"Sphagnum lindbergii",111955.96272559,738955.6676882
"Sphagnum lindbergii",159395.873638444,681852.737367495
"Sphagnum lindbergii",268943.664480846,883387.113410218
"Sphagnum lindbergii",202240.220409351,759634.660185922
"Sphagnum lindbergii",263139.765417279,938094.009349119
"Sphagnum lindbergii",183341.806500029,941840.112842903
"Sphagnum lindbergii",259511.532507058,930204.257520365
"Sphagnum lindbergii",173386.951624559,780012.502365023
"Sphagnum lindbergii",285652.469890436,919268.167347984
"Sphagnum lindbergii",205732.544188562,971679.552936552
"Sphagnum lindbergii",176357.105256825,778825.20825565
"Sphagnum lindbergii",155965.808033096,741403.743115916
"Sphagnum lindbergii",270136.222990295,882484.960212324
"Sphagnum lindbergii",212631.186007094,938634.328291124
"Sphagnum lindbergii",159166.785419466,655690.998805463
"Sphagnum lindbergii",146860.305940363,696926.880804236
"Sphagnum lindbergii",147061.732027987,694734.39917528
"Sphagnum lindbergii",166317.78548436,674282.718752893
"Sphagnum lindbergii",166690.818000376,673975.553757738
"Sphagnum lindbergii",285751.977141877,905272.296756297
"Sphagnum lindbergii",208658.641212486,777006.716300938
"Sphagnum lindbergii",270090.795056909,882254.6873953
"Sphagnum lindbergii",100248.691476701,728665.079147777
"Sphagnum lindbergii",159118.565652548,681826.771426515
"Sphagnum lindbergii",212019.06599362,939352.81673291
"Sphagnum lindbergii",179279.802571304,962546.455375695
"Sphagnum lindbergii",98861.853208643,729848.099061051
"Sphagnum lindbergii",183156.001479941,942097.738557806
"Sphagnum lindbergii",118039.277265613,658886.210893168
"Sphagnum lindbergii",207428.47839117,970649.612053452
"Sphagnum lindbergii",268934.022001082,883487.842008116
"Sphagnum lindbergii",234118.721215378,950460.684893952
"Sphagnum lindbergii",136499.621323079,777577.352418922
"Sphagnum lindbergii",284296.854585833,917186.446671703
"Sphagnum lindbergii",273355.485325705,881079.152013972
"Sphagnum lindbergii",202262.664955918,760008.990556379
"Sphagnum lindbergii",191523.147929333,621429.937850732
"Sphagnum lindbergii",146043.403052063,695893.086284688
"Sphagnum lindbergii",249661.061004244,955122.730425488
"Sphagnum lindbergii",101117.244517086,727938.741844216
"Sphagnum lindbergii",202307.588253766,760057.274703856
"Sphagnum lindbergii",128954.257391623,771178.103366205
"Sphagnum lindbergii",261653.049581444,932256.252099086
"Sphagnum lindbergii",222965.570442659,904633.278049738
"Sphagnum lindbergii",247888.148957745,728307.16275258
"Sphagnum lindbergii",190904.668985379,622149.456577786
"Sphagnum lindbergii",211617.335525879,941573.797230472
"Sphagnum lindbergii",223039.140359247,773811.458095822
"Sphagnum lindbergii",104489.176075497,733064.532918729
"Sphagnum lindbergii",224669.960989952,890721.787161956
"Sphagnum lindbergii",191471.121287753,621822.681178621
"Sphagnum lindbergii",237416.76532141,963326.315395757
"Sphagnum lindbergii",146420.76300648,640008.069946187
"Sphagnum lindbergii",155772.109169904,741901.487061271
"Sphagnum lindbergii",211389.492898089,941590.059171283
"Sphagnum lindbergii",191516.437483302,621022.216347899
"Sphagnum lindbergii",249648.833280036,955166.69320284
"Sphagnum lindbergii",224546.297416484,890745.703916552
"Sphagnum lindbergii",195949.644277245,686497.934963132
"Sphagnum lindbergii",233542.710754516,947854.4521164
"Sphagnum lindbergii",178750.678249901,963208.822373072
"Sphagnum lindbergii",268904.952604459,883394.702519103
"Sphagnum lindbergii",146558.221540844,696065.040468279
"Sphagnum lindbergii",207171.601668849,971507.503510227
"Sphagnum lindbergii",291124.118571643,711763.454139874
"Sphagnum lindbergii",198569.826134576,859342.789608914
"Sphagnum lindbergii",106070.110645942,624150.98537985
"Sphagnum lindbergii",171079.956243703,691014.609181526
"Sphagnum lindbergii",163605.567158113,815755.19411026
"Sphagnum lindbergii",65160.4368889248,645571.463671895
"Sphagnum lindbergii",190642.98484271,607446.956901684
"Sphagnum lindbergii",147819.504664406,864643.95362073
"Sphagnum lindbergii",150963.083616165,726998.990612996
"Sphagnum lindbergii",208000.225945998,683665.871748595
